latitude,longitude
40.573402,-74.16767
40.76211,-73.96016
40.73603,-73.99781
40.639256,-74.081795
40.78029,-73.94386
40.862064,-73.9192
40.621216,-73.93539
40.704422,-73.99491
40.717148,-73.862434
40.79537,-73.921974
40.681843,-73.783585
40.742252,-74.00071
40.760925,-73.96705
40.756565,-73.99028
40.6094,-73.967674
40.7205,-73.91916
40.74496,-73.935425
40.802814,-73.90848
40.862747,-73.90494
40.846565,-73.92589
40.757797,-73.899765
40.75045,-73.87756
40.626457,-73.918
40.758255,-73.7772
40.736004,-73.99362
40.77674,-73.82433
40.751488,-73.98236
40.57841,-74.09212
40.75458,-73.99915
40.625916,-74.13452
40.662945,-73.95379
40.723034,-73.99492
40.692425,-73.96075
40.661522,-74.00008
40.633232,-74.01192
40.781063,-73.949425
40.677208,-73.89723
40.699406,-73.95338
40.753536,-73.8869
40.666885,-73.790405
40.70022,-73.96219
40.78944,-73.82045
40.666233,-73.761
40.656303,-73.90717
40.583733,-73.91969
40.613388,-73.995995
40.6575,-73.839455
40.668182,-73.90326
40.728973,-73.857834
40.65016,-74.01419
40.848022,-73.90859
40.894314,-73.86027
40.578674,-73.84058
40.69262,-73.74788
40.760464,-73.826546
40.696033,-73.98453
40.70537,-73.775826
40.698093,-73.80733
40.86197,-73.82978
40.69171,-73.864746
40.83204,-73.82741
40.65525,-73.952965
40.873642,-73.90797
40.76015,-73.9988
40.711567,-74.01579
40.770332,-73.87608
40.6865,-73.98787
40.653675,-74.005104
40.692135,-73.83485
40.719173,-73.945335
40.699955,-73.98682
40.73246,-73.97445
40.786808,-73.823265
40.60309,-73.99262
40.636787,-73.74057
40.618797,-73.9835
40.75788,-73.78837
40.70781,-74.00323
40.65705,-73.76746
40.757286,-73.97812
40.619877,-74.02302
40.798473,-73.96901
40.634815,-73.88094
40.582565,-73.97681
40.769886,-73.92781
40.770073,-73.87606
40.871727,-73.880356
40.732708,-73.86875
40.6775,-73.94701
40.759163,-73.77379
40.666855,-73.80425
40.680496,-73.821365
40.733738,-74.01007
40.84104,-73.92195
40.753746,-73.87325
40.757748,-73.877235
40.82364,-73.87994
40.74485,-73.995094
40.66561,-73.73568
40.760475,-73.9222
40.678566,-73.88255
40.74894,-73.98179
40.60553,-73.92917
40.75555,-73.9643
40.666233,-73.761
40.647182,-73.90748
40.729736,-73.833725
40.83981,-73.93697
40.6022,-74.06312
40.88343,-73.83988
40.827076,-73.85171
40.856663,-73.85766
40.692226,-73.930916
40.54013,-74.21769
40.892963,-73.86101
40.678738,-73.96951
40.763126,-73.93972
40.690884,-73.72801
40.71128,-73.947784
40.678787,-73.84427
40.65055,-73.902245
40.688175,-73.80896
40.832485,-73.82778
40.679546,-73.89923
40.703293,-73.7961
40.73329,-73.98719
40.606186,-73.96544
40.828484,-73.880554
40.73816,-73.81139
40.70775,-73.932304
40.762093,-73.75691
40.618023,-74.17757
40.697098,-73.95386
40.8753,-73.86813
40.668007,-73.91031
40.723095,-73.91189
40.862335,-73.89992
40.74693,-73.7015
40.753304,-73.912575
40.75458,-73.99915
40.79313,-73.79976
40.70058,-73.80775
40.865818,-73.92645
40.600044,-73.96624
40.65486,-74.003845
40.681995,-74.002625
40.68981,-73.99285
40.81438,-73.89623
40.734554,-73.77864
40.562664,-74.10691
40.88668,-73.87831
40.686966,-73.9686
40.542423,-74.14592
40.815845,-73.89544
40.725994,-74.009224
40.87335,-73.92875
40.887096,-73.86087
40.76763,-73.88096
40.81739,-73.84389
40.7737,-73.80689
40.792088,-73.947975
40.67058,-73.93096
40.742485,-73.912834
40.887905,-73.83292
40.68892,-73.99915
40.63965,-74.10988
40.77648,-73.949684
40.812824,-73.923836
40.736282,-73.950745
40.798256,-73.82744
40.578537,-74.169556
40.712597,-73.99889
40.76229,-73.75711
40.885216,-73.87937
40.664997,-73.84406
40.607357,-74.16099
40.66829,-73.796
40.824654,-73.89194
40.81899,-73.8867
40.742626,-73.95416
40.701836,-73.82211
40.62418,-73.97048
40.784714,-73.9581
40.754864,-73.85255
40.753536,-73.8869
40.71493,-73.86005
40.73675,-73.87767
40.662395,-73.93735
40.621758,-73.93455
40.780457,-73.91684
40.842335,-73.91619
40.651005,-73.94571
40.748608,-73.992355
40.682537,-73.95002
40.769314,-73.78408
40.644127,-74.00417
40.782158,-73.95787
40.79737,-73.91981
40.6358,-74.14757
40.882217,-73.88046
40.64404,-73.877525
40.67236,-74.01123
40.712,-73.96324
40.5843,-74.091576
40.70512,-73.75202
40.606987,-74.06714
40.64437,-73.9757
40.773808,-73.8929
40.846874,-73.90877
40.878536,-73.83381
40.85239,-73.86677
40.758156,-73.96615
40.710903,-73.82172
40.77077,-73.91727
40.739902,-73.972855
40.679916,-73.73942
40.608757,-74.038086
40.672848,-73.76405
40.739746,-73.90551
40.742485,-73.912834
40.846504,-73.82629
40.72387,-73.75541
40.770256,-73.91586
40.74026,-73.990524
40.69864,-73.93819
40.7749,-73.803894
40.79537,-73.921974
40.841278,-73.86359
40.70301,-73.917175
40.76588,-73.99464
40.672714,-73.89032
